2021-08-28 14:35:05,236 (main.py:410) [__main__][INFO] Load the structure information.
2021-08-28 14:35:05,236 (main.py:126) [__main__][INFO] Molecule was align_structure to 37-38 location.
2021-08-28 14:35:05,236 (main.py:126) [__main__][INFO] Molecule was align_structure to 37-38 location.
2021-08-28 14:35:09,018 (main.py:418) [__main__][INFO] The atom_list is defaultdict(<class 'list'>, {Element Ce: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], Element O: [12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35], 'mol': [36, 37]})
2021-08-28 14:35:09,019 (main.py:420) [__main__][INFO] Apply the PBC and tailor the x-y, z coordinates.
2021-08-28 14:35:10,172 (main.py:262) [__main__][WARNING] i_new = 0.092613 j_new = -0.032678 index = (0, 0, 0)
2021-08-28 14:35:10,179 (main.py:262) [__main__][WARNING] i_new = 0.055556 j_new = -0.376652 index = (0, 1, 0)
2021-08-28 14:35:10,180 (main.py:262) [__main__][WARNING] i_new = 0.055556 j_new = -0.376652 index = (1, 1, 0)
2021-08-28 14:35:10,182 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.080827 index = (1, 0, 0)
2021-08-28 14:35:10,183 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.003202 index = (1, 1, 0)
2021-08-28 14:35:10,183 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.003202 index = (0, 0, 0)
2021-08-28 14:35:10,186 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.080827 index = (0, 0, 0)
2021-08-28 14:35:10,195 (main.py:262) [__main__][WARNING] i_new = 0.814835 j_new = 1.013992 index = (1, 1, 0)
2021-08-28 14:35:10,196 (main.py:262) [__main__][WARNING] i_new = 0.814835 j_new = 1.013992 index = (0, 0, 0)
2021-08-28 14:35:10,198 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.037058 index = (1, 0, 0)
2021-08-28 14:35:10,201 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.037058 index = (0, 0, 0)
2021-08-28 14:35:10,208 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.007895 index = (1, 0, 0)
2021-08-28 14:35:10,210 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.007895 index = (0, 0, 0)
2021-08-28 14:35:10,213 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.048964 index = (1, 0, 0)
2021-08-28 14:35:10,221 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.048964 index = (0, 0, 0)
2021-08-28 14:35:10,229 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.104168 index = (1, 0, 0)
2021-08-28 14:35:10,230 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.104168 index = (0, 0, 0)
2021-08-28 14:35:10,236 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.004007 index = (1, 1, 0)
2021-08-28 14:35:10,236 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.004007 index = (0, 0, 0)
2021-08-28 14:35:10,242 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.112921 index = (0, 1, 0)
2021-08-28 14:35:10,242 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.112921 index = (1, 0, 0)
2021-08-28 14:35:10,243 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.001633 index = (1, 0, 0)
2021-08-28 14:35:10,243 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.001633 index = (0, 0, 0)
2021-08-28 14:35:10,244 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.060193 index = (1, 0, 0)
2021-08-28 14:35:10,245 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.060193 index = (0, 0, 0)
2021-08-28 14:35:10,270 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.091661 index = (1, 0, 0)
2021-08-28 14:35:10,273 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.091661 index = (0, 0, 0)
2021-08-28 14:35:10,279 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.001399 index = (1, 1, 0)
2021-08-28 14:35:10,280 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.001399 index = (0, 0, 0)
2021-08-28 14:35:10,283 (main.py:262) [__main__][WARNING] i_new = 0.814835 j_new = 1.060777 index = (1, 1, 0)
2021-08-28 14:35:10,283 (main.py:262) [__main__][WARNING] i_new = 0.814835 j_new = 1.060777 index = (0, 0, 0)
2021-08-28 14:35:10,290 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.028489 index = (1, 1, 0)
2021-08-28 14:35:10,290 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.006106 index = (1, 1, 0)
2021-08-28 14:35:10,291 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.028489 index = (0, 0, 0)
2021-08-28 14:35:10,291 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.006106 index = (0, 0, 0)
2021-08-28 14:35:10,298 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.000154 index = (1, 1, 0)
2021-08-28 14:35:10,298 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.001311 index = (1, 1, 0)
2021-08-28 14:35:10,299 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.000154 index = (0, 0, 0)
2021-08-28 14:35:10,301 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.001311 index = (0, 0, 0)
2021-08-28 14:35:10,303 (main.py:262) [__main__][WARNING] i_new = 0.585545 j_new = 1.048652 index = (1, 1, 0)
2021-08-28 14:35:10,303 (main.py:262) [__main__][WARNING] i_new = 0.585545 j_new = 1.048652 index = (0, 0, 0)
2021-08-28 14:35:10,304 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.001029 index = (1, 0, 0)
2021-08-28 14:35:10,305 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.001029 index = (0, 0, 0)
2021-08-28 14:35:10,307 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.040129 index = (0, 1, 0)
2021-08-28 14:35:10,308 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.040129 index = (1, 0, 0)
2021-08-28 14:35:10,312 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.000255 index = (1, 0, 0)
2021-08-28 14:35:10,313 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.000255 index = (0, 0, 0)
2021-08-28 14:35:10,316 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.015811 index = (1, 0, 0)
2021-08-28 14:35:10,316 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.031134 index = (1, 0, 0)
2021-08-28 14:35:10,317 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.015811 index = (0, 0, 0)
2021-08-28 14:35:10,317 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.031134 index = (0, 0, 0)
2021-08-28 14:35:10,318 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.147770 index = (0, 1, 0)
2021-08-28 14:35:10,318 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.147770 index = (1, 0, 0)
2021-08-28 14:35:10,319 (main.py:262) [__main__][WARNING] i_new = 0.981501 j_new = 1.073783 index = (1, 1, 0)
2021-08-28 14:35:10,319 (main.py:262) [__main__][WARNING] i_new = 0.981501 j_new = 1.073783 index = (0, 0, 0)
2021-08-28 14:35:10,321 (main.py:262) [__main__][WARNING] i_new = 0.863323 j_new = 1.008118 index = (1, 1, 0)
2021-08-28 14:35:10,321 (main.py:262) [__main__][WARNING] i_new = 0.863323 j_new = 1.008118 index = (0, 0, 0)
2021-08-28 14:35:10,324 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.016232 index = (1, 1, 0)
2021-08-28 14:35:10,324 (main.py:262) [__main__][WARNING] i_new = 0.696656 j_new = 1.026474 index = (1, 1, 0)
2021-08-28 14:35:10,324 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.016232 index = (0, 0, 0)
2021-08-28 14:35:10,325 (main.py:262) [__main__][WARNING] i_new = 0.696656 j_new = 1.026474 index = (0, 0, 0)
2021-08-28 14:35:10,325 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.001646 index = (1, 1, 0)
2021-08-28 14:35:10,326 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.001646 index = (0, 0, 0)
2021-08-28 14:35:10,326 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.032720 index = (1, 0, 0)
2021-08-28 14:35:10,327 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.032720 index = (0, 0, 0)
2021-08-28 14:35:10,327 (main.py:262) [__main__][WARNING] i_new = 0.529989 j_new = 1.000083 index = (0, 1, 0)
2021-08-28 14:35:10,327 (main.py:262) [__main__][WARNING] i_new = 0.529989 j_new = 1.000083 index = (1, 0, 0)
2021-08-28 14:35:10,328 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.015488 index = (1, 0, 0)
2021-08-28 14:35:10,328 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.015488 index = (0, 0, 0)
2021-08-28 14:35:10,335 (main.py:262) [__main__][WARNING] i_new = 0.559979 j_new = 1.056452 index = (0, 1, 0)
2021-08-28 14:35:10,335 (main.py:262) [__main__][WARNING] i_new = 0.559979 j_new = 1.056452 index = (1, 1, 0)
2021-08-28 14:35:10,336 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.026811 index = (1, 0, 0)
2021-08-28 14:35:10,337 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.026811 index = (0, 0, 0)
2021-08-28 14:35:10,338 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.115151 index = (1, 1, 0)
2021-08-28 14:35:10,338 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.115151 index = (0, 0, 0)
2021-08-28 14:35:10,340 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.116099 index = (1, 1, 0)
2021-08-28 14:35:10,340 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.116099 index = (0, 0, 0)
2021-08-28 14:35:10,341 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.016025 index = (1, 0, 0)
2021-08-28 14:35:10,341 (main.py:262) [__main__][WARNING] i_new = 0.782201 j_new = 1.007479 index = (1, 0, 0)
2021-08-28 14:35:10,343 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.016025 index = (0, 0, 0)
2021-08-28 14:35:10,343 (main.py:262) [__main__][WARNING] i_new = 0.782201 j_new = 1.007479 index = (0, 0, 0)
2021-08-28 14:35:10,348 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.020250 index = (1, 1, 0)
2021-08-28 14:35:10,349 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.020250 index = (0, 0, 0)
2021-08-28 14:35:10,351 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.018851 index = (1, 1, 0)
2021-08-28 14:35:10,351 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.141820 index = (1, 1, 0)
2021-08-28 14:35:10,352 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.018851 index = (0, 0, 0)
2021-08-28 14:35:10,352 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.141820 index = (0, 0, 0)
2021-08-28 14:35:10,353 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.019240 index = (1, 0, 0)
2021-08-28 14:35:10,353 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.016386 index = (1, 0, 0)
2021-08-28 14:35:10,354 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.019240 index = (0, 0, 0)
2021-08-28 14:35:10,354 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.016386 index = (0, 0, 0)
2021-08-28 14:35:10,356 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.000811 index = (1, 0, 0)
2021-08-28 14:35:10,357 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.000811 index = (0, 0, 0)
2021-08-28 14:35:10,360 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.044857 index = (1, 1, 0)
2021-08-28 14:35:10,361 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.007797 index = (1, 1, 0)
2021-08-28 14:35:10,361 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.044857 index = (0, 0, 0)
2021-08-28 14:35:10,366 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.007797 index = (0, 0, 0)
2021-08-28 14:35:10,367 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.023268 index = (1, 1, 0)
2021-08-28 14:35:10,367 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.023268 index = (0, 0, 0)
2021-08-28 14:35:10,368 (main.py:262) [__main__][WARNING] i_new = 0.671090 j_new = 1.028622 index = (0, 1, 0)
2021-08-28 14:35:10,368 (main.py:262) [__main__][WARNING] i_new = 0.671090 j_new = 1.028622 index = (1, 1, 0)
2021-08-28 14:35:10,369 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.108162 index = (1, 0, 0)
2021-08-28 14:35:10,369 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.108162 index = (0, 0, 0)
2021-08-28 14:35:10,372 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.000632 index = (1, 0, 0)
2021-08-28 14:35:10,373 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.000632 index = (0, 0, 0)
2021-08-28 14:35:10,374 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.048170 index = (1, 0, 0)
2021-08-28 14:35:10,375 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.048170 index = (0, 0, 0)
2021-08-28 14:35:10,378 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.012486 index = (1, 0, 0)
2021-08-28 14:35:10,379 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.029905 index = (1, 0, 0)
2021-08-28 14:35:10,379 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.051578 index = (1, 1, 0)
2021-08-28 14:35:10,379 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.111608 index = (1, 1, 0)
2021-08-28 14:35:10,380 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.111608 index = (0, 0, 0)
2021-08-28 14:35:10,380 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.012486 index = (0, 0, 0)
2021-08-28 14:35:10,380 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.051578 index = (0, 0, 0)
2021-08-28 14:35:10,380 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.029905 index = (0, 0, 0)
2021-08-28 14:35:10,381 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.103656 index = (1, 0, 0)
2021-08-28 14:35:10,382 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.103656 index = (0, 0, 0)
2021-08-28 14:35:10,383 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.044865 index = (1, 0, 0)
2021-08-28 14:35:10,384 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.088934 index = (1, 0, 0)
2021-08-28 14:35:10,384 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.044467 index = (1, 1, 0)
2021-08-28 14:35:10,384 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.022433 index = (1, 1, 0)
2021-08-28 14:35:10,385 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.044467 index = (0, 0, 0)
2021-08-28 14:35:10,385 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.044865 index = (0, 0, 0)
2021-08-28 14:35:10,386 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.022433 index = (0, 0, 0)
2021-08-28 14:35:10,387 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.088934 index = (0, 0, 0)
2021-08-28 14:35:10,389 (main.py:262) [__main__][WARNING] i_new = 0.759279 j_new = 1.023140 index = (1, 1, 0)
2021-08-28 14:35:10,389 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.012727 index = (1, 1, 0)
2021-08-28 14:35:10,390 (main.py:262) [__main__][WARNING] i_new = 0.759279 j_new = 1.023140 index = (0, 0, 0)
2021-08-28 14:35:10,390 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.012727 index = (0, 0, 0)
2021-08-28 14:35:10,391 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.060378 index = (1, 0, 0)
2021-08-28 14:35:10,391 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.060378 index = (0, 0, 0)
2021-08-28 14:35:10,393 (main.py:262) [__main__][WARNING] i_new = 0.925946 j_new = 1.002084 index = (1, 1, 0)
2021-08-28 14:35:10,393 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.005914 index = (1, 1, 0)
2021-08-28 14:35:10,394 (main.py:262) [__main__][WARNING] i_new = 0.925946 j_new = 1.002084 index = (0, 0, 0)
2021-08-28 14:35:10,394 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.005914 index = (0, 0, 0)
2021-08-28 14:35:10,395 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.004998 index = (1, 0, 0)
2021-08-28 14:35:10,395 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.004998 index = (0, 0, 0)
2021-08-28 14:35:10,398 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.111078 index = (0, 1, 0)
2021-08-28 14:35:10,399 (main.py:262) [__main__][WARNING] i_new = 0.648168 j_new = 1.111078 index = (1, 0, 0)
2021-08-28 14:35:10,400 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.086091 index = (1, 0, 0)
2021-08-28 14:35:10,402 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.086091 index = (0, 0, 0)
2021-08-28 14:35:10,404 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.068344 index = (1, 0, 0)
2021-08-28 14:35:10,407 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.068344 index = (0, 0, 0)
2021-08-28 14:35:10,410 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.001271 index = (1, 0, 0)
2021-08-28 14:35:10,413 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.158083 index = (1, 0, 0)
2021-08-28 14:35:10,415 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.001271 index = (0, 0, 0)
2021-08-28 14:35:10,416 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.158083 index = (0, 0, 0)
2021-08-28 14:35:10,428 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.118869 index = (1, 0, 0)
2021-08-28 14:35:10,433 (main.py:262) [__main__][WARNING] i_new = 0.666667 j_new = 1.118869 index = (0, 0, 0)
2021-08-28 14:35:10,437 (main.py:262) [__main__][WARNING] i_new = 0.549234 j_new = 1.001417 index = (1, 0, 0)
2021-08-28 14:35:10,440 (main.py:262) [__main__][WARNING] i_new = 0.549234 j_new = 1.001417 index = (0, 0, 0)
2021-08-28 14:35:10,444 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.034906 index = (1, 0, 0)
2021-08-28 14:35:10,448 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.034906 index = (0, 0, 0)
2021-08-28 14:35:10,456 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.008187 index = (1, 0, 0)
2021-08-28 14:35:10,457 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.008187 index = (0, 0, 0)
2021-08-28 14:35:10,486 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.036388 index = (1, 1, 0)
2021-08-28 14:35:10,493 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.036388 index = (0, 0, 0)
2021-08-28 14:35:10,498 (main.py:262) [__main__][WARNING] i_new = 0.981501 j_new = 1.003211 index = (1, 1, 0)
2021-08-28 14:35:10,505 (main.py:262) [__main__][WARNING] i_new = 0.981501 j_new = 1.003211 index = (0, 0, 0)
2021-08-28 14:35:10,512 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.038663 index = (1, 0, 0)
2021-08-28 14:35:10,513 (main.py:262) [__main__][WARNING] i_new = 0.777778 j_new = 1.038663 index = (0, 0, 0)
2021-08-28 14:35:10,518 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.003775 index = (1, 1, 0)
2021-08-28 14:35:10,520 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.003775 index = (0, 0, 0)
2021-08-28 14:35:10,539 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.018799 index = (1, 0, 0)
2021-08-28 14:35:10,540 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.033834 index = (1, 0, 0)
2021-08-28 14:35:10,588 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.018799 index = (0, 0, 0)
2021-08-28 14:35:10,594 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.033834 index = (0, 0, 0)
2021-08-28 14:35:10,598 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.008629 index = (1, 1, 0)
2021-08-28 14:35:10,599 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.008629 index = (0, 0, 0)
2021-08-28 14:35:10,600 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.010456 index = (1, 0, 0)
2021-08-28 14:35:10,601 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.010456 index = (0, 0, 0)
2021-08-28 14:35:10,616 (main.py:262) [__main__][WARNING] i_new = 0.615534 j_new = 1.075432 index = (0, 1, 0)
2021-08-28 14:35:10,617 (main.py:262) [__main__][WARNING] i_new = 0.615534 j_new = 1.075432 index = (1, 1, 0)
2021-08-28 14:35:10,619 (main.py:262) [__main__][WARNING] i_new = 0.752212 j_new = 1.013379 index = (1, 1, 0)
2021-08-28 14:35:10,619 (main.py:262) [__main__][WARNING] i_new = 0.752212 j_new = 1.013379 index = (0, 0, 0)
2021-08-28 14:35:10,622 (main.py:262) [__main__][WARNING] i_new = 0.615534 j_new = 1.057892 index = (0, 1, 0)
2021-08-28 14:35:10,623 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.000655 index = (1, 1, 0)
2021-08-28 14:35:10,623 (main.py:262) [__main__][WARNING] i_new = 0.615534 j_new = 1.057892 index = (1, 1, 0)
2021-08-28 14:35:10,624 (main.py:262) [__main__][WARNING] i_new = 0.833333 j_new = 1.000655 index = (0, 0, 0)
2021-08-28 14:35:10,624 (main.py:262) [__main__][WARNING] i_new = 0.948868 j_new = 1.077620 index = (1, 0, 0)
2021-08-28 14:35:10,625 (main.py:262) [__main__][WARNING] i_new = 0.948868 j_new = 1.077620 index = (0, 0, 0)
2021-08-28 14:35:10,626 (main.py:262) [__main__][WARNING] i_new = 0.752212 j_new = 1.060025 index = (1, 1, 0)
2021-08-28 14:35:10,627 (main.py:262) [__main__][WARNING] i_new = 0.752212 j_new = 1.060025 index = (0, 0, 0)
2021-08-28 14:35:10,627 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.007293 index = (1, 0, 0)
2021-08-28 14:35:10,629 (main.py:262) [__main__][WARNING] i_new = 0.611111 j_new = 1.007293 index = (0, 0, 0)
2021-08-28 14:35:10,632 (main.py:262) [__main__][WARNING] i_new = 0.696656 j_new = 1.013550 index = (1, 1, 0)
2021-08-28 14:35:10,633 (main.py:262) [__main__][WARNING] i_new = 0.696656 j_new = 1.013550 index = (0, 0, 0)
2021-08-28 14:35:10,634 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.011931 index = (1, 0, 0)
2021-08-28 14:35:10,635 (main.py:262) [__main__][WARNING] i_new = 0.944444 j_new = 1.011931 index = (0, 0, 0)
2021-08-28 14:35:10,637 (main.py:262) [__main__][WARNING] i_new = 0.641100 j_new = 1.048783 index = (1, 1, 0)
2021-08-28 14:35:10,638 (main.py:262) [__main__][WARNING] i_new = 0.641100 j_new = 1.048783 index = (0, 0, 0)
2021-08-28 14:35:10,641 (main.py:262) [__main__][WARNING] i_new = 0.504423 j_new = 1.000878 index = (0, 1, 0)
2021-08-28 14:35:10,642 (main.py:262) [__main__][WARNING] i_new = 0.504423 j_new = 1.000878 index = (1, 1, 0)
2021-08-28 14:35:10,644 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.057239 index = (1, 1, 0)
2021-08-28 14:35:10,644 (main.py:262) [__main__][WARNING] i_new = 0.974434 j_new = 1.113239 index = (1, 1, 0)
2021-08-28 14:35:10,645 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.057239 index = (0, 0, 0)
2021-08-28 14:35:10,646 (main.py:262) [__main__][WARNING] i_new = 0.974434 j_new = 1.113239 index = (0, 0, 0)
2021-08-28 14:35:10,667 (main.py:262) [__main__][WARNING] i_new = 0.671090 j_new = 1.051384 index = (0, 1, 0)
2021-08-28 14:35:10,668 (main.py:262) [__main__][WARNING] i_new = 0.671090 j_new = 1.051384 index = (1, 1, 0)
2021-08-28 14:35:10,669 (main.py:262) [__main__][WARNING] i_new = 0.807767 j_new = 1.048262 index = (1, 1, 0)
2021-08-28 14:35:10,670 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.026801 index = (1, 1, 0)
2021-08-28 14:35:10,670 (main.py:262) [__main__][WARNING] i_new = 0.807767 j_new = 1.048262 index = (0, 0, 0)
2021-08-28 14:35:10,671 (main.py:262) [__main__][WARNING] i_new = 0.722222 j_new = 1.026801 index = (0, 0, 0)
2021-08-28 14:35:10,671 (main.py:262) [__main__][WARNING] i_new = 0.615534 j_new = 1.078197 index = (0, 1, 0)
2021-08-28 14:35:10,672 (main.py:262) [__main__][WARNING] i_new = 0.615534 j_new = 1.078197 index = (1, 1, 0)
2021-08-28 14:35:10,678 (main.py:262) [__main__][WARNING] i_new = 0.696656 j_new = 1.069338 index = (1, 1, 0)
2021-08-28 14:35:10,679 (main.py:262) [__main__][WARNING] i_new = 0.696656 j_new = 1.069338 index = (0, 0, 0)
2021-08-28 14:35:10,682 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.010207 index = (1, 0, 0)
2021-08-28 14:35:10,683 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.022581 index = (1, 0, 0)
2021-08-28 14:35:10,683 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.010207 index = (0, 0, 0)
2021-08-28 14:35:10,684 (main.py:262) [__main__][WARNING] i_new = 0.888889 j_new = 1.022581 index = (0, 0, 0)
2021-08-28 14:35:10,687 (main.py:262) [__main__][WARNING] i_new = 0.555556 j_new = 1.055020 index = (1, 1, 0)
